title,rate,desc,tags,url
Pull orders from Wix platform via their Javascript API,$151,"I need you to create a demo ecommerce website using the Wix platform. Then, study their API to see if you can pull orders and temporary store order items into PHP variables, i.e. $discount, $total, $food_item_1 etc","Graphic Design, Javascript, PHP, Wix",https://www.freelancer.com/projects/javascript/pull-orders-from-wix-platform/
I want to make website like Naukri.com,$547,"I want to make a job portal using PHP,html,CSS, jQuery, codeigniter","Codeigniter, CSS, HTML, PHP, Website Design",https://www.freelancer.com/projects/php/want-make-website-like-naukri/
Job for PHP framework,$1254,"I have been newly appointed as the principal of the school, but I do not like the original school site.
The school site is written as pure PHP, and I would like to update it with Laravel 
+ vue.js.
Developers must have rich experience and high skills, and have a certain knowledge of school business.
The database must be updated again.
Developers who","HTML, Laravel, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/job-for-php-framework/
xenforo php developer,$161,"Need someone familiar with the xenforo engine.
There is a simple plugin for the first version of the forum, you need to rewrite it for version 2 and add 3 functions. 1) Quoting a thumbnail in the response form, 2)Adding a button to the response form that creates a personal conversation with the topic author. 3)Adding icons to thumbnails.
The plugin adds a name and description to the uploaded image...","CSS, Javascript, MySQL, PHP",https://www.freelancer.com/projects/php/xenforo-php-developer/
Multi-Tenant development for vTiger CRM,$217,"We need to convert vTiger 7.20 CRM (open source development in php) to Multitenant.

Needed:
* an administration page where to manage clients (tenant) with the usual billing and contact information.
* registration page and free trial for a time that we will define in some parameter. After which access would be blocked if the client who wishes to contract","CRM, MySQL, PHP, Software Architecture, vTiger",https://www.freelancer.com/projects/php/multi-tenant-development-for-vtiger/
Wordpress and PHP developer,$3/hr,"Hello, looking out for freelancers who can work on hourly rates or tight budget. Preferably from India. My hourly rates for Wordpress and PHP developer will be between 150-220 INR / hour.","Codeigniter, HTML, Laravel, PHP, WordPress",https://www.freelancer.com/projects/wordpress/wordpress-php-developer-24463132/
PHP and Laravel Project,$252,Need PHP and Laravel expert for a project,"HTML, Laravel, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/php-laravel-project-24462953/
Need to build a core php website with admin panel.,$24,I need a new website. I need you to design and build it.,"Graphic Design, PHP, Website Design",https://www.freelancer.com/projects/php/need-build-core-php-website/
Expert in MySQL debugging issues,$149,"Hey Guys,
I'm experiencing problem with MySQL that it make a restart at high load times, that cause table to crash and not working until i do ""repai...and not working until i do ""repair table"" through PhpMyAdmin. 

I want an expert in MySQL that can guide me how to fix it and debug the problem.
My website is PHP based, so you have to know PHP too.","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/expert-mysql-debugging-issues/
We are looking for some API AND PHP/JAVA developer,$160,"Hello we are looking for some developer for a specific project, if the work is good we can make long term job.

1. We have to get POST request from affiliate using some API token with specific params values like firstname, lastname, phone, email, country.... etc.
2. we have to save this data in DB
3. We have to send this data to brokrs, depends on some choosen params like qountry, device ... etc.","Java, Javascript, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/are-looking-for-some-api/
Google Map Scripts,$43,"I only need two scripts to be debugged or developed;

   1. A Script that display google map to the users's current location by default...map by an inputed search 
	key from the user. 
	
  
	   
	   
I have source code for the Maps but they throw errors and only load at times. 

Iam working using Javascript ajax and PHP in my project.
 
	  Thank you.","AJAX, Google Maps API, Javascript, PhoneGap, PHP",https://www.freelancer.com/projects/javascript/google-map-scripts/
"Php, JS, jQuery, css3 coding for an existing project",$254,"We develop a Toolkit which is an educational application that manages schools’ classes and organizes specific type of surveys for students. The platform Users are the Teachers who create/modify classes / add remove students and make surveys. Students, just respond to surveys through open links that are given to them by their Teachers (urers).

Here are two versions of our current work
YOU CA...","CSS, Javascript, jQuery / Prototype, PHP, WordPress",https://www.freelancer.com/projects/php/php-jquery-css-coding-for/
PHP developer 5 yrs + of experience - Half day work on Monthly Basis KOCHI,$364,"Preferably 5-8 years of experience 

PHP developer with minimum 5 yrs of experience

4 hrs per day

Good skills in Codeigniter is a Must

Necessary Design skills to make required changes is also a Must

Good logic , Common sense and English would be added advantages","Bootstrap, Codeigniter, HTML5, MySQL, PHP",https://www.freelancer.com/projects/php/php-developer-yrs-experience-half/
PHP and jQuery to a website,$11/hr,Need a website to be built using PHP and jQuery. I need pixel perfect HTML and CSS as well as compatibility with all browsers. Can not disclose any more details before you sign my NDA. Please only apply if you’re real expert in what you are doing.,"CSS, HTML, Javascript, jQuery / Prototype, PHP",https://www.freelancer.com/projects/php/php-jquery-website/
Joomla Blog Website Design and Development,$429,"I need you to build blog webstie and blog which will be mobile and desktop friendly. We would prefer PHP, HTML5, CSS3, JQUERY, JAVASCRIPT languages or wordpress. joomala, magento2

Referance Website:-

[login to view URL]","CSS, HTML, PHP, Website Design, WordPress",https://www.freelancer.com/projects/php/joomla-blog-website-design-development/
Web App using AWS,$7524,"We are a startup and need to build a Web App using AWS. 

Need a full-stack developer for a startup company to create a Web App on AWS. 

Need e...estimate for the usage of the resources. 

Need a free lancer (not a job) for implementing the project 

Need the project implemented in 2 months

Skills: SQL, React, Node.js, PHP, Laravel, APIs, AWS, HTML5","Amazon Web Services, Angular.js, node.js, PHP, Socket IO",https://www.freelancer.com/projects/amazon-web-services/web-app-using-aws/
Alibaba web hosting node server deploy,$32,"Frontend: angular
backend: php and node

I can provide your FTP and ECS console info.
Now, the angular and php part is deployed by FTP.
Node part remains.
If anyone have full experience, then please bid.
Regards!","Angular.js, Express JS, node.js, NoSQL Couch & Mongo, PHP",https://www.freelancer.com/projects/angular-js/alibaba-web-hosting-node-server/
"Develop and Design fully modern, sleek and responsive website",$477,"...responsive. Modern code practices and multi language skills(HTML, CSS, JS, J-Query) are basic requirements, further experience required with
- Bootstrap
- ServerSided programming(PHP or whatever is your preference)

Examples will be provided once you leave a message, price is negociable and deadline will be provided by you and must be followed since this","Bootstrap, CSS, HTML, PHP, Website Design",https://www.freelancer.com/projects/html/develop-design-fully-modern-sleek/
Link cloaking php script,$78,need a link cloaking script to cloak my affiliate links  just like the cloaking features on pretty link software,"HTML, Javascript, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/php/link-cloaking-php-script/
WP server setup -- 2,$78,"looking to setup server for wordpress which have best in performance

VIRTUALMIN
PHP 7.4/MariaDB
NGINX
APACHE
REDIS
VARNIS
MEMCACHED
PHP_FPM
ELASTIC SEARCH 
LETS ENCRYPT SSL

TRANSFER EXISTING WEBSITE AND MAKE SURE ITS HAVE BETTER PERFROMANCE THAN CURRENT 

tweak the setup for great perfromance.

Thank you","Apache, Linux, Nginx, Ubuntu, Varnish Cache",https://www.freelancer.com/projects/apache/server-setup-24458004/
Email reminder system PHP / Codeigniter,$60,"Hello I need a good ""clean"" coded send reminder email Module within the exisiting Codeignter script with Bootstrap 

Based on the following template 
Academy Learning Management System from Creativeitem (codecanyon)

Functions

- Make email templates (wysiwyg)
- Email Configuration TLS is aready there in the script
- Create Segment from Databased based on Course purchased (Based on cours...","Bootstrap, Codeigniter, HTML, MySQL, PHP",https://www.freelancer.com/projects/php/email-reminder-system-php-codeigniter-24457391/
